temperature,training_fold,llm_type,aug_count,classifier,eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_auc,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.9,1,huggyllama/llama-7b,0,roberta,1.3467904329299927,0.6086956521739131,0.5499999999999999,0.3793103448275862,1.0,0.9246753246753247,0.6592,69.787,9.103,10.29
0.9,1,huggyllama/llama-7b,0,xlnet,1.72398042678833,0.717391304347826,0.5517241379310345,0.4444444444444444,0.7272727272727273,0.8285714285714285,1.5059,30.547,3.984,12.06
0.9,1,huggyllama/llama-7b,0,distilbert,1.0907559394836426,0.782608695652174,0.6428571428571428,0.5294117647058824,0.8181818181818182,0.8493506493506493,0.5095,90.28,11.776,13.82
0.9,1,huggyllama/llama-30b,0,roberta,1.8994743824005127,0.7391304347826086,0.6,0.47368421052631576,0.8181818181818182,0.8909090909090909,0.7344,62.639,8.17,17.06
0.9,1,huggyllama/llama-30b,0,xlnet,1.0503160953521729,0.8478260869565217,0.6956521739130435,0.6666666666666666,0.7272727272727273,0.8441558441558442,1.5431,29.809,3.888,13.82
0.9,1,huggyllama/llama-30b,0,distilbert,0.7793367505073547,0.7391304347826086,0.5714285714285714,0.47058823529411764,0.7272727272727273,0.8311688311688312,0.5334,86.237,11.248,10.88
0.9,1,Aeala/VicUnlocked-alpaca-30b,0,roberta,2.2227671146392822,0.717391304347826,0.6060606060606061,0.45454545454545453,0.9090909090909091,0.8909090909090909,0.7434,61.881,8.071,13.82
0.9,1,Aeala/VicUnlocked-alpaca-30b,0,xlnet,0.6552549600601196,0.782608695652174,0.16666666666666669,1.0,0.09090909090909091,0.812987012987013,1.5868,28.988,3.781,10.59
0.9,1,Aeala/VicUnlocked-alpaca-30b,0,distilbert,0.5318470597267151,0.7391304347826086,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.8389610389610389,0.5487,83.829,10.934,10.29
0.9,1,/scratch/cehrett/hf_cache/models--alpaca-7b,0,roberta,1.4117032289505005,0.7391304347826086,0.6249999999999999,0.47619047619047616,0.9090909090909091,0.9168831168831169,0.7834,58.718,7.659,12.65
0.9,1,/scratch/cehrett/hf_cache/models--alpaca-7b,0,xlnet,0.864546000957489,0.7608695652173914,0.4210526315789474,0.5,0.36363636363636365,0.864935064935065,1.5542,29.596,3.86,11.76
0.9,1,/scratch/cehrett/hf_cache/models--alpaca-7b,0,distilbert,0.45422014594078064,0.7608695652173914,0.5217391304347826,0.5,0.5454545454545454,0.8727272727272727,0.5627,81.754,10.664,10.59
0.9,2,huggyllama/llama-7b,0,roberta,1.8497076034545898,0.6521739130434783,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.6701298701298701,0.5383,85.452,11.146,11.76
0.9,2,huggyllama/llama-7b,0,xlnet,1.4790288209915161,0.7391304347826086,0.0,0.0,0.0,0.825974025974026,0.6657,69.105,9.014,13.24
0.9,2,huggyllama/llama-7b,0,distilbert,0.9403781294822693,0.6304347826086957,0.41379310344827586,0.3333333333333333,0.5454545454545454,0.6649350649350649,0.4619,99.592,12.99,9.71
0.9,2,huggyllama/llama-30b,0,roberta,2.088646173477173,0.717391304347826,0.23529411764705885,0.3333333333333333,0.18181818181818182,0.677922077922078,0.5611,81.975,10.692,14.71
0.9,2,huggyllama/llama-30b,0,xlnet,2.0123369693756104,0.7608695652173914,0.0,0.0,0.0,0.7532467532467533,0.6933,66.351,8.654,13.53
0.9,2,huggyllama/llama-30b,0,distilbert,0.4985598623752594,0.7608695652173914,0.26666666666666666,0.5,0.18181818181818182,0.7740259740259741,0.4377,105.092,13.708,9.12
0.9,2,Aeala/VicUnlocked-alpaca-30b,0,roberta,1.3295384645462036,0.782608695652174,0.5,0.5555555555555556,0.45454545454545453,0.8155844155844156,0.5502,83.61,10.906,15.29
0.9,2,Aeala/VicUnlocked-alpaca-30b,0,xlnet,2.000936508178711,0.6304347826086957,0.5142857142857142,0.375,0.8181818181818182,0.8207792207792207,0.6672,68.947,8.993,13.53
0.9,2,Aeala/VicUnlocked-alpaca-30b,0,distilbert,1.6539595127105713,0.782608695652174,0.5,0.5555555555555556,0.45454545454545453,0.7766233766233767,0.4398,104.595,13.643,22.94
0.9,2,/scratch/cehrett/hf_cache/models--alpaca-7b,0,roberta,2.0347189903259277,0.7391304347826086,0.0,0.0,0.0,0.6597402597402597,0.554,83.031,10.83,15.0
0.9,2,/scratch/cehrett/hf_cache/models--alpaca-7b,0,xlnet,0.6288214921951294,0.8043478260869565,0.5714285714285713,0.6,0.5454545454545454,0.7922077922077921,0.6847,67.187,8.763,10.29
0.9,2,/scratch/cehrett/hf_cache/models--alpaca-7b,0,distilbert,0.8727043271064758,0.782608695652174,0.28571428571428575,0.6666666666666666,0.18181818181818182,0.6935064935064935,0.4669,98.523,12.851,10.0
0.9,3,huggyllama/llama-7b,0,roberta,0.48697981238365173,0.7555555555555555,0.0,0.0,0.0,0.8048128342245989,0.5626,79.982,10.664,10.57
0.9,3,huggyllama/llama-7b,0,xlnet,0.7473156452178955,0.6666666666666666,0.5714285714285715,0.4166666666666667,0.9090909090909091,0.823529411764706,0.7493,60.058,8.008,9.43
0.9,3,huggyllama/llama-7b,0,distilbert,0.4980250895023346,0.7555555555555555,0.0,0.0,0.0,0.7914438502673796,0.4476,100.536,13.405,8.0
0.9,3,huggyllama/llama-30b,0,roberta,0.673570990562439,0.7555555555555555,0.0,0.0,0.0,0.8449197860962566,0.5574,80.73,10.764,9.14
0.9,3,huggyllama/llama-30b,0,xlnet,0.6677499413490295,0.8222222222222222,0.6,0.6666666666666666,0.5454545454545454,0.8663101604278075,0.7029,64.019,8.536,11.43
0.9,3,huggyllama/llama-30b,0,distilbert,0.4721270203590393,0.7555555555555555,0.0,0.0,0.0,0.7807486631016043,0.4407,102.113,13.615,8.0
0.9,3,Aeala/VicUnlocked-alpaca-30b,0,roberta,0.47757306694984436,0.7555555555555555,0.0,0.0,0.0,0.7673796791443851,0.5419,83.039,11.072,8.0
0.9,3,Aeala/VicUnlocked-alpaca-30b,0,xlnet,2.0814120769500732,0.7555555555555555,0.47619047619047616,0.5,0.45454545454545453,0.8609625668449198,0.7093,63.443,8.459,17.14
0.9,3,Aeala/VicUnlocked-alpaca-30b,0,distilbert,0.5103722214698792,0.7555555555555555,0.0,0.0,0.0,0.7513368983957219,0.4514,99.685,13.291,7.71
0.9,3,/scratch/cehrett/hf_cache/models--alpaca-7b,0,roberta,0.6150708794593811,0.7777777777777778,0.16666666666666669,1.0,0.09090909090909091,0.8636363636363636,0.5549,81.096,10.813,10.0
0.9,3,/scratch/cehrett/hf_cache/models--alpaca-7b,0,xlnet,0.903598427772522,0.7777777777777778,0.16666666666666669,1.0,0.09090909090909091,0.874331550802139,0.7176,62.713,8.362,10.57
0.9,3,/scratch/cehrett/hf_cache/models--alpaca-7b,0,distilbert,0.4952336549758911,0.7555555555555555,0.0,0.0,0.0,0.7780748663101604,0.4597,97.884,13.051,8.0
0.9,4,huggyllama/llama-7b,0,roberta,0.8592022657394409,0.7777777777777778,0.5,0.5555555555555556,0.45454545454545453,0.7299465240641712,0.7319,61.486,8.198,11.43
0.9,4,huggyllama/llama-7b,0,xlnet,0.5037229061126709,0.7555555555555555,0.0,0.0,0.0,0.7245989304812834,1.383,32.537,4.338,6.29
0.9,4,huggyllama/llama-7b,0,distilbert,0.6643244624137878,0.7555555555555555,0.0,0.0,0.0,0.7593582887700534,0.5359,83.976,11.197,9.14
0.9,4,huggyllama/llama-30b,0,roberta,0.5364857316017151,0.7555555555555555,0.0,0.0,0.0,0.7780748663101604,0.7088,63.487,8.465,12.0
0.9,4,huggyllama/llama-30b,0,xlnet,0.4839150309562683,0.7555555555555555,0.0,0.0,0.0,0.7513368983957218,1.4017,32.103,4.28,8.86
0.9,4,huggyllama/llama-30b,0,distilbert,0.6250595450401306,0.7777777777777778,0.16666666666666669,1.0,0.09090909090909091,0.7352941176470589,0.5623,80.028,10.67,9.14
0.9,4,Aeala/VicUnlocked-alpaca-30b,0,roberta,1.5751997232437134,0.7777777777777778,0.37499999999999994,0.6,0.2727272727272727,0.7620320855614973,0.6934,64.9,8.653,13.43
0.9,4,Aeala/VicUnlocked-alpaca-30b,0,xlnet,1.184241771697998,0.8222222222222222,0.5555555555555556,0.7142857142857143,0.45454545454545453,0.7058823529411765,1.3842,32.509,4.335,12.57
0.9,4,Aeala/VicUnlocked-alpaca-30b,0,distilbert,0.9090619683265686,0.8666666666666667,0.625,1.0,0.45454545454545453,0.8288770053475935,0.5339,84.292,11.239,12.57
