temperature,training_fold,llm_type,aug_count,classifier,eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_auc,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.9,1,huggyllama/llama-7b,0,roberta,0.47143080830574036,0.782608695652174,0.16666666666666669,1.0,0.09090909090909091,0.8545454545454546,0.7437,61.849,8.067,10.59
0.9,1,huggyllama/llama-7b,0,xlnet,2.2393572330474854,0.6956521739130435,0.5625,0.42857142857142855,0.8181818181818182,0.8155844155844155,1.6255,28.299,3.691,13.24
0.9,1,huggyllama/llama-7b,0,distilbert,0.6142652630805969,0.7608695652173914,0.5217391304347826,0.5,0.5454545454545454,0.8051948051948052,0.6184,74.39,9.703,10.59
0.9,1,huggyllama/llama-30b,0,roberta,0.7432100772857666,0.391304347826087,0.44000000000000006,0.28205128205128205,1.0,0.8961038961038962,0.7758,59.294,7.734,10.88
0.9,1,huggyllama/llama-30b,0,xlnet,1.3406275510787964,0.717391304347826,0.5806451612903226,0.45,0.8181818181818182,0.8441558441558441,1.8635,24.685,3.22,12.65
0.9,1,huggyllama/llama-30b,0,distilbert,0.75047767162323,0.717391304347826,0.43478260869565216,0.4166666666666667,0.45454545454545453,0.825974025974026,0.6969,66.006,8.609,11.18
0.9,1,Aeala/VicUnlocked-alpaca-30b,0,roberta,0.6943703889846802,0.7608695652173914,0.6206896551724137,0.5,0.8181818181818182,0.8571428571428572,0.8876,51.825,6.76,9.71
0.9,1,Aeala/VicUnlocked-alpaca-30b,0,xlnet,1.8951687812805176,0.782608695652174,0.6428571428571428,0.5294117647058824,0.8181818181818182,0.8337662337662337,1.7699,25.99,3.39,18.24
0.9,1,Aeala/VicUnlocked-alpaca-30b,0,distilbert,0.6248989105224609,0.717391304347826,0.3157894736842105,0.375,0.2727272727272727,0.7974025974025973,0.7101,64.784,8.45,10.29
0.9,1,/scratch/cehrett/hf_cache/models--alpaca-7b,0,roberta,1.1195014715194702,0.6956521739130435,0.6111111111111112,0.44,1.0,0.877922077922078,0.8497,54.139,7.062,12.06
0.9,1,/scratch/cehrett/hf_cache/models--alpaca-7b,0,xlnet,2.73268461227417,0.6956521739130435,0.6111111111111112,0.44,1.0,0.8389610389610389,1.7725,25.952,3.385,16.47
0.9,1,/scratch/cehrett/hf_cache/models--alpaca-7b,0,distilbert,0.598375141620636,0.6956521739130435,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.8103896103896104,0.7133,64.487,8.411,9.71
0.9,2,huggyllama/llama-7b,0,roberta,0.5748310685157776,0.7608695652173914,0.0,0.0,0.0,0.6337662337662338,0.6949,66.194,8.634,8.53
0.9,2,huggyllama/llama-7b,0,xlnet,1.8052263259887695,0.6086956521739131,0.5,0.36,0.8181818181818182,0.7376623376623377,0.7925,58.041,7.571,12.94
0.9,2,huggyllama/llama-7b,0,distilbert,1.0099724531173706,0.7391304347826086,0.0,0.0,0.0,0.7402597402597403,0.6059,75.914,9.902,10.59
0.9,2,huggyllama/llama-30b,0,roberta,1.110910415649414,0.7608695652173914,0.0,0.0,0.0,0.8181818181818181,0.6873,66.927,8.73,10.59
