temperature,training_fold,llm_type,aug_count,classifier,eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_auc,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.9,1,huggyllama/llama-7b,0,roberta,0.5453034043312073,0.7608695652173914,0.4210526315789474,0.5,0.36363636363636365,0.7844155844155845,0.675,68.145,8.888,9.71
0.9,1,huggyllama/llama-7b,0,xlnet,1.1495121717453003,0.7608695652173914,0.26666666666666666,0.5,0.18181818181818182,0.8623376623376623,1.6128,28.521,3.72,14.41
0.9,1,huggyllama/llama-7b,0,distilbert,0.7968307733535767,0.8043478260869565,0.6896551724137931,0.5555555555555556,0.9090909090909091,0.812987012987013,0.5595,82.209,10.723,10.88
0.9,1,huggyllama/llama-30b,0,roberta,0.3965710401535034,0.8260869565217391,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.851948051948052,0.7404,62.131,8.104,9.71
0.9,1,huggyllama/llama-30b,0,xlnet,0.753732442855835,0.7391304347826086,0.6249999999999999,0.47619047619047616,0.9090909090909091,0.8181818181818181,1.6054,28.654,3.737,10.59
0.9,1,huggyllama/llama-30b,0,distilbert,0.5028980374336243,0.7391304347826086,0.39999999999999997,0.4444444444444444,0.36363636363636365,0.8103896103896104,0.5875,78.302,10.213,9.71
0.9,1,Aeala/VicUnlocked-alpaca-30b,0,roberta,0.9457252621650696,0.7608695652173914,0.6666666666666666,0.5,1.0,0.8701298701298701,0.7956,57.82,7.542,10.88
0.9,1,Aeala/VicUnlocked-alpaca-30b,0,xlnet,1.5528984069824219,0.7391304347826086,0.4999999999999999,0.46153846153846156,0.5454545454545454,0.8129870129870129,1.6356,28.124,3.668,13.53
0.9,1,Aeala/VicUnlocked-alpaca-30b,0,distilbert,0.49046051502227783,0.7391304347826086,0.4999999999999999,0.46153846153846156,0.5454545454545454,0.7714285714285715,0.5934,77.516,10.111,9.71
0.9,1,/scratch/cehrett/hf_cache/models--alpaca-7b,0,roberta,2.0939953327178955,0.5869565217391305,0.5365853658536585,0.36666666666666664,1.0,0.8701298701298701,0.775,59.357,7.742,15.29
0.9,1,/scratch/cehrett/hf_cache/models--alpaca-7b,0,xlnet,1.8974322080612183,0.7391304347826086,0.6,0.47368421052631576,0.8181818181818182,0.8571428571428572,1.6121,28.534,3.722,13.53
0.9,1,/scratch/cehrett/hf_cache/models--alpaca-7b,0,distilbert,0.4170394539833069,0.782608695652174,0.6666666666666666,0.5263157894736842,0.9090909090909091,0.8753246753246753,0.5813,79.126,10.321,9.71
0.9,2,huggyllama/llama-7b,0,roberta,1.6703392267227173,0.6956521739130435,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.6727272727272727,0.5651,81.396,10.617,12.06
0.9,2,huggyllama/llama-7b,0,xlnet,0.6565587520599365,0.6739130434782609,0.5714285714285715,0.4166666666666667,0.9090909090909091,0.7948051948051948,0.7393,62.224,8.116,10.29
0.9,2,huggyllama/llama-7b,0,distilbert,1.0215606689453125,0.782608695652174,0.6153846153846153,0.5333333333333333,0.7272727272727273,0.7558441558441559,0.4625,99.463,12.973,11.47
0.9,2,huggyllama/llama-30b,0,roberta,1.3530884981155396,0.7391304347826086,0.33333333333333326,0.42857142857142855,0.2727272727272727,0.7636363636363637,0.569,80.842,10.545,11.47
0.9,2,huggyllama/llama-30b,0,xlnet,0.49979567527770996,0.717391304347826,0.0,0.0,0.0,0.735064935064935,0.7097,64.817,8.454,8.53
0.9,2,huggyllama/llama-30b,0,distilbert,1.3550474643707275,0.7391304347826086,0.0,0.0,0.0,0.7480519480519481,0.5065,90.827,11.847,10.88
