temperature,training_fold,llm_type,aug_count,classifier,eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_auc,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.5,1,huggyllama/llama-7b,10,roberta,1.1966670751571655,0.782608695652174,0.5833333333333334,0.5384615384615384,0.6363636363636364,0.8571428571428572,5.152,8.929,1.165,10.27
0.7,1,huggyllama/llama-7b,10,roberta,0.9248786568641663,0.8043478260869565,0.6666666666666666,0.5625,0.8181818181818182,0.8623376623376624,4.8147,9.554,1.246,11.08
0.7,1,huggyllama/llama-7b,50,roberta,0.4336261749267578,0.7608695652173914,0.0,0.0,0.0,0.8727272727272727,4.7082,9.77,1.274,7.45
0.7,1,huggyllama/llama-7b,100,roberta,0.8622981905937195,0.7608695652173914,0.56,0.5,0.6363636363636364,0.8467532467532468,5.0671,9.078,1.184,9.49
0.9,1,huggyllama/llama-7b,10,roberta,0.37115898728370667,0.8478260869565217,0.6956521739130435,0.6666666666666666,0.7272727272727273,0.9064935064935065,5.0575,9.095,1.186,9.73
0.9,1,huggyllama/llama-7b,50,roberta,1.2407736778259277,0.782608695652174,0.6153846153846153,0.5333333333333333,0.7272727272727273,0.9142857142857143,14.0776,3.268,0.426,11.49
0.9,1,huggyllama/llama-7b,100,roberta,0.5249398946762085,0.8478260869565217,0.5882352941176471,0.8333333333333334,0.45454545454545453,0.8441558441558442,5.0257,9.153,1.194,8.14
1.1,1,huggyllama/llama-7b,10,roberta,0.550402045249939,0.782608695652174,0.4444444444444444,0.5714285714285714,0.36363636363636365,0.8025974025974026,5.3569,8.587,1.12,17.57
1.1,1,huggyllama/llama-7b,50,roberta,0.6669669151306152,0.6739130434782609,0.5714285714285715,0.4166666666666667,0.9090909090909091,0.8675324675324676,4.8924,9.402,1.226,6.38
1.1,1,huggyllama/llama-7b,100,roberta,0.49079227447509766,0.7391304347826086,0.39999999999999997,0.4444444444444444,0.36363636363636365,0.7688311688311689,4.8431,9.498,1.239,4.75
1.3,1,huggyllama/llama-7b,10,roberta,0.46685463190078735,0.8043478260869565,0.6666666666666666,0.5625,0.8181818181818182,0.8597402597402597,5.1806,8.879,1.158,9.73
1.3,1,huggyllama/llama-7b,50,roberta,0.6264443397521973,0.7608695652173914,0.0,0.0,0.0,0.8597402597402597,4.8995,9.389,1.225,5.96
1.3,1,huggyllama/llama-7b,100,roberta,0.5326972603797913,0.8043478260869565,0.6896551724137931,0.5555555555555556,0.9090909090909091,0.8909090909090909,5.07,9.073,1.183,7.46
1.5,1,huggyllama/llama-7b,10,roberta,0.7574536800384521,0.8260869565217391,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.8597402597402598,4.7891,9.605,1.253,10.81
1.5,1,huggyllama/llama-7b,50,roberta,1.3863236904144287,0.782608695652174,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.8415584415584416,5.0541,9.102,1.187,9.79
1.5,1,huggyllama/llama-7b,100,roberta,0.500016987323761,0.8043478260869565,0.39999999999999997,0.75,0.2727272727272727,0.8961038961038961,6.5328,7.041,0.918,7.46
0.5,1,huggyllama/llama-7b,10,xlnet,1.4285876750946045,0.7608695652173914,0.6666666666666666,0.5,1.0,0.9194805194805196,14.9956,3.068,0.4,12.16
0.7,1,huggyllama/llama-7b,10,xlnet,1.0791406631469727,0.7391304347826086,0.0,0.0,0.0,0.8467532467532468,13.7149,3.354,0.437,10.54
0.7,1,huggyllama/llama-7b,50,xlnet,0.6587780714035034,0.782608695652174,0.6428571428571428,0.5294117647058824,0.8181818181818182,0.8831168831168831,13.3317,3.45,0.45,8.94
0.7,1,huggyllama/llama-7b,100,xlnet,0.7926701903343201,0.8260869565217391,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.8649350649350649,13.1906,3.487,0.455,9.15
0.9,1,huggyllama/llama-7b,10,xlnet,1.5713963508605957,0.782608695652174,0.6153846153846153,0.5333333333333333,0.7272727272727273,0.8389610389610389,17.7129,2.597,0.339,14.05
0.9,1,huggyllama/llama-7b,50,xlnet,1.1269407272338867,0.7391304347826086,0.5384615384615385,0.4666666666666667,0.6363636363636364,0.8207792207792208,15.1719,3.032,0.395,10.64
0.9,1,huggyllama/llama-7b,100,xlnet,0.9637178182601929,0.782608695652174,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.8155844155844155,13.3288,3.451,0.45,8.81
1.1,1,huggyllama/llama-7b,10,xlnet,1.6038299798965454,0.6086956521739131,0.5263157894736842,0.37037037037037035,0.9090909090909091,0.8103896103896104,14.9719,3.072,0.401,10.81
1.1,1,huggyllama/llama-7b,50,xlnet,0.6031520962715149,0.7608695652173914,0.15384615384615385,0.5,0.09090909090909091,0.8077922077922077,14.0896,3.265,0.426,8.51
1.1,1,huggyllama/llama-7b,100,xlnet,0.9219261407852173,0.6521739130434783,0.5555555555555556,0.4,0.9090909090909091,0.7974025974025973,20.1497,2.283,0.298,7.46
1.3,1,huggyllama/llama-7b,10,xlnet,1.1972869634628296,0.8260869565217391,0.6666666666666667,0.6153846153846154,0.7272727272727273,0.8935064935064936,13.5411,3.397,0.443,14.59
1.3,1,huggyllama/llama-7b,50,xlnet,1.134026288986206,0.7391304347826086,0.5384615384615385,0.4666666666666667,0.6363636363636364,0.7974025974025974,15.1181,3.043,0.397,9.15
1.3,1,huggyllama/llama-7b,100,xlnet,0.6101785898208618,0.6086956521739131,0.4705882352941176,0.34782608695652173,0.7272727272727273,0.7662337662337663,12.897,3.567,0.465,5.76
